"SURVEY_YEAR","BIOMASS_MALE_LE30","CV_BIOMASS_MALE_LE30","CI_BIOMASS_MALE_LE30","BIOMASS_MALE_LE40","CV_BIOMASS_MALE_LE40","CI_BIOMASS_MALE_LE40","BIOMASS_MALE_LE50","CV_BIOMASS_MALE_LE50","CI_BIOMASS_MALE_LE50","BIOMASS_MALE_LE60","CV_BIOMASS_MALE_LE60","CI_BIOMASS_MALE_LE60","BIOMASS_MALE_30TO40","CV_BIOMASS_MALE_30TO40","CI_BIOMASS_MALE_30TO40","BIOMASS_MALE_40TO50","CV_BIOMASS_MALE_40TO50","CI_BIOMASS_MALE_40TO50","BIOMASS_MALE_50TO60","CV_BIOMASS_MALE_50TO60","CI_BIOMASS_MALE_50TO60","BIOMASS_MALE_30TO50","CV_BIOMASS_MALE_30TO50","CI_BIOMASS_MALE_30TO50","BIOMASS_MALE_30TO60","CV_BIOMASS_MALE_30TO60","CI_BIOMASS_MALE_30TO60","BIOMASS_MALE_LE103","CV_BIOMASS_MALE_LE103","CI_BIOMASS_MALE_LE103","BIOMASS_FEMALE_LE30","CV_BIOMASS_FEMALE_LE30","CI_BIOMASS_FEMALE_LE30","BIOMASS_FEMALE_LE40","CV_BIOMASS_FEMALE_LE40","CI_BIOMASS_FEMALE_LE40","BIOMASS_FEMALE_LE50","CV_BIOMASS_FEMALE_LE50","CI_BIOMASS_FEMALE_LE50","BIOMASS_FEMALE_LE60","CV_BIOMASS_FEMALE_LE60","CI_BIOMASS_FEMALE_LE60","BIOMASS_FEMALE_30TO40","CV_BIOMASS_FEMALE_30TO40","CI_BIOMASS_FEMALE_30TO40","BIOMASS_FEMALE_40TO50","CV_BIOMASS_FEMALE_40TO50","CI_BIOMASS_FEMALE_40TO50","BIOMASS_FEMALE_50TO60","CV_BIOMASS_FEMALE_50TO60","CI_BIOMASS_FEMALE_50TO60","BIOMASS_FEMALE_30TO50","CV_BIOMASS_FEMALE_30TO50","CI_BIOMASS_FEMALE_30TO50","BIOMASS_FEMALE_30TO60","CV_BIOMASS_FEMALE_30TO60","CI_BIOMASS_FEMALE_30TO60","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE"
1975,21.93408265374536274599262072776332480458,0.5398982241823429466590910088815398727577,23.21065765669867297396451965662748789257,60.62558429639551936302524912604267143798,0.3282509981106838951787058601779444834233,39.0048007704170563880607441155371641204,260.356103155945252080306495431027154547,0.3518734641358983795299991624189707598453,179.56031169575529070443827007347596911,1289.309995343739499853557074680310871527,0.5027781481705907150902109776017905280074,1270.544308078446235090547096595665892476,38.69150164265015661703262839827934663337,0.3107953226579818915061865465581643206037,23.56926996481261191856605024192644082514,199.730518859549732717281246304984483108,0.4164162189153379060561940402663766973312,163.015213832364884067338748388477259404,1028.953892187794247773250579249283716978,0.5954666006377117170353282235322516048844,1200.907045732256376894380430835934777183,238.422020502199889334313874703263829742,0.3548440345672484903014105465187387570734,165.821158101964657748843646640142558832,1267.37591268999413710756445395254754672,0.5107774462023618275566376023744071959818,1268.800182841878093959969397778093836371,30341.0962708564819143204072391135726204,0.1536235493824504019129942686940460514157,9135.769526515860869820170891691924362581,2.94963258043594607305883078869665657802,0.7995830764353551146771827198678315282854,4.62261353431710047226038282003851153822,13.32543674919563648205321483906334955496,0.3884006238682105196031733573255400490701,10.14419157553977007203994906352632524962,96.14639374363296879316577928431226043893,0.3326435844147661364121798136141244685691,62.68566284513361171854210076756450154839,876.330980869207940282833651081570526448,0.366219216286807016619762422044673687321,629.021320242669601066806698227249042902,10.37580416875969040899438405036669297696,0.4043585204758474382493249601250403218469,8.22326785195652502652345304061044565187,82.82095699443733231111256444524891088394,0.3726670073656786815740948240033720608198,60.49469085294592789807963143708422763765,780.184587125574971489667871797258266009,0.3802016851992242350064137191694472199378,581.389889791544993044648741143223575247,93.19676116319702272010694849561560386095,0.3399467009173129911487563602429387134312,62.09658572747087458016722792584087591888,873.381348288771994209774820292873869871,0.3674997257602826093601180611965158712426,629.096115721328374650349407778317287227,9550.160360118343078569304625525479127236,0.2405504830879430631104175664851346089416,4502.699548859831771149135600892549864843
1976,65.60268039076540514205052453200192598284,0.4671551648790935846598223692380992016308,60.06739670993864508963643909085544858657,361.245367113953464928837491174078857777,0.4136957399640575442315585348364676434225,292.91351213531741084569353148315651994,1360.62452041927574140224387040067114016,0.4820894125041312637415857867487907535242,1285.647644347782229406651539831915593545,1907.967265479005185044636367007546422834,0.4758046580121594526607321606529886433013,1779.32663600928088755068861231086166044,295.642686723188059786786966642076931794,0.4116389414584358443947000379259369954094,238.528163520815751691018723326290778546,999.379153305322276473406379226592282383,0.5845167394744743587734220044036146992323,1144.941534610024149395745815656316198142,547.342745059729443642392496606875282667,0.4844749761920492359615455014008105947496,519.740772228138461674996661919643474256,1295.021840028510336260193345868669214181,0.4934034441725910878478732286646674533261,1252.377742851634841064998969736012835809,1842.364585088239779902585842475544496845,0.4846255962924578300425390760802431401873,1749.999789847529934671524717800810906837,20336.9633727378195077479353275042793642,0.16932823464647891988520397963750900646,6749.499327712561800932007176727436391864,95.03967620234037555976601761553449472287,0.5121277155613655753644148548238006753064,95.39800643194505513482104292284086422984,382.582234574617731810257136524962157573,0.3542153626738302577699639380999868770973,265.612349745928738387768740707406275009,1558.384181882851874393681572271891334036,0.4668417128607947379534397440718275006854,1425.936731900103357679621040431760498125,2281.202942868751067238907527547812431543,0.487349456611321940628955879060199541254,2179.016308669379271161769708240719740017,287.54255837227735625049111890942766285,0.3225879306808415620188295848462612804881,181.805207420456570802468970867586682713,1175.801947308234142583424435746929176478,0.5255711287267328808636908578968761636594,1211.21641094752307225634235293786315553,722.818760985899192845225955275921097517,0.5891495130238454242781825256787328686042,834.662709237109985553041980329323278888,1463.344505680511498833915554656356839317,0.4744126502021453270443054877261768586171,1360.689124393333943705226895924545408672,2186.163266666410691679141509932277936829,0.4962007526636766614101032313981146841771,2126.160682396487910682373704202761319599,6403.176171708571371872459902268063750879,0.2528969262604152537431794271993574448747,3173.913401372900006019195024768514886982
1977,8.37268910886164484500432504347567842083,0.5154934692823313772162070958666709471975,8.45949044966098234703837374112026037893,123.683792151266945553669890319407074738,0.4982257504685671762445177525056442629321,120.780002324111975163069919601062998467,1508.005115404493058714482735496438262815,0.4903709922123465900121826253896423105668,1449.384650816303153414574066676155411498,3884.312174139083295967554688854438836564,0.4506343331139893458632200686626672410351,3430.792675351443074170136250163466109378,115.311103042405300708665565275931396317,0.5248683615792649300011257935640145783191,118.625373462499520957246649824117979268,1384.321323253226113160812845177031188069,0.4958990369274671413600131972701160773964,1345.507877558886237463394605836876779127,2376.307058734590237253071953358000573752,0.5156904115242401191746595375596478801942,2401.859979452523051063171689863244354998,1499.632426295631413869478410452962584392,0.4929294005833748017945859123665492336051,1448.857309459023266432971963588106160833,3875.939485030221651122550363810963158142,0.4515858433839283102152538659841226894622,3430.626026454785186695195594200743965906,21535.672159029804426567462509754954047,0.2407295493786833304114468261867159111611,10161.1744026441902598726867248717382316,7.78834254558786895483778015011499174787,0.488430047736818980012355898455891040333,7.45595862181107492986956794243684065562,313.647015096053759267552238791701371496,0.7790025336152295994269880599615787972253,478.890366064532886695917658027006718709,1901.733225444543307620557230127771253516,0.6923882653118107948968613088403992231627,2580.806027340709000649252044500569466304,6611.618529377847593948657144262700098609,0.613845773968206151015802619809016904722,7954.687622963016475646689780968096566629,305.858672550465890312714458641586379748,0.7982239478767928096222214801846169660781,478.521685507352724033974834591019032327,1588.08621034848954835300499133606988202,0.6777914042884628868548896169022518633981,2109.726717980762146415388790514872564632,4709.885303933304286328099914134928845087,0.59248603249684855299805600685418476796,5469.460864195608008710350484229563726457,1893.944882898955438665719449977656261765,0.6952100742673208459496696806804284655683,2580.711542888854382899544494276001836674,6603.830186832259724993819364112585106865,0.6145787047557613314011949056132425692498,7954.803869194720381390662520603080471401,14474.4401099599928644254039488317645724,0.5960395165048787850520818519220476372689,16909.5830382459821800705374752457523306
1978,6.98030580323615138442982160989718325579,0.3089667686615866348313101999291060674579,4.22709775545936553450645809523998309221,137.725045478657762654843051335167599069,0.2892870891726899822564152847032803641444,78.09047192488661283346587626419774286751,1133.270623380317749263796035172249249366,0.2726346740831630945248926864574852974707,605.578979424499359140363985675111829643,2478.211943797800244159359786260141473324,0.2070420166497769675867193763136469589723,1005.664237117742189556573484937808928816,130.744739675421611270413229725270415814,0.2970215563045070312994241678405835972613,76.1146518717618547654021374018827124776,995.5455779016599866089529838370816503,0.2844689146578577322116862353946417527511,555.07546927470534390413762067480377869,1344.941320417482494895563751087892223964,0.2345137703525065290434241301368396155612,618.198229509805485212245371175717328336,1126.290317577081597879366213562352066118,0.2738457501776952126133002599312565071358,604.522441192150161240123493937105701865,2471.23163799456409277492996465024429007,0.2073402657656489795900169085101898997977,1004.276216196935020252423536517774907032,17183.608125702853054865516253193754538,0.1731356947026883721060137131554783624958,5831.188023470955671496258269521809641244,8.4612284364709465652292048732500682804,0.2923833667139490525214096603251193851503,4.84888801531070994493364873612708258009,156.244114629954403641851763257262495412,0.3254915706208228178340018155613345687538,99.67803885148092919332037255093802989223,1744.820958521036895894829309366362399699,0.402747379165285736953395795323781877838,1377.335253587738314563044033164461210515,3127.079695585011725070475600999786176299,0.3291292822601086890211526602797767791766,2017.258451724985995069926769512299554749,147.782886193483457076622558384012427131,0.3386785853018352497580696593657307933477,98.0997617025489517424825674551795654631,1588.576843891082492252977546109099904282,0.4223391371381856955276055432142360780098,1314.999620112257711778296042927947484039,1382.258737063974829175646291633423776617,0.2866384206681800425425662626701572460971,776.568584239749335954198830317518228722,1736.359730084565949329600104493112331421,0.4041747964806784501128578314643295043506,1375.513967427383410059962893153053551943,3118.618467148540778505246396126536108031,0.329773002611758667977736236463789048802,2015.734904787626921607679992680646525137,6816.969407910008859817607801905152959473,0.2423979404583494297675289653313888599775,3238.741915504121391965166893980317598959
1979,5.01564739724764012788894216457378910488,0.7209669672231532806609249706051768844441,7.08758754160249350760181351241724819575,22.63527903537366758314342429555516961773,0.3684449501238978810917939975302155080646,16.34611434024837409700871986356566915891,130.590012496447362225665463063302379647,0.210231378979605619271022841743628630945,53.8100720798604358896250651766022844058,1489.725023947521687947547503393520795148,0.3035272930440491112116672858096262793118,886.257519641594090702108709720893779122,17.61963163812602745525448213098138051284,0.4255777060858221502865067854724148127874,14.69710393267646909237110916825362237009,107.954733461073694642522038767747210029,0.2280069191080958421291374887922651307914,48.24427531200635165047160596062182967773,1359.135011451074325721882040330218415505,0.3182733443601101040375548015123965104442,847.849833241641938092965316845725415178,125.574365099199722097776520898728590541,0.2168266989867824663200390216418945229953,53.366635121168179772914105051767415839,1484.709376550274047819658561228947006046,0.3045685319555408913586316022594740441579,886.30368018522493751967949759088384353,17713.4704073020909876465178668224852746,0.2660349040661264621983106742716198913943,9236.306744950172340126839615263554656406,0.6081801804952966418479779915570530632622,0.6455295716778756360602024516081819443727,0.7694926511794797934277546952241456040607,33.29675731677193534771561638075296724709,0.5197650522672241136697702268373060131419,33.92072198187884214398781065080600215011,168.725232947418798486068544779325899903,0.3762901342531583347038533886645539820449,124.439695493052081918582818495479927776,810.246251093171272508866541827379217691,0.2641426859959879610857181004793879377548,419.480417320582715110426556279800599125,32.68857713627663870586763838919591418389,0.5292953513192560207876745935674798726259,33.91174736216540102217563138923620298857,135.428475630646863138352928398572932657,0.35620634999591503093005669469712084487,94.55134666021075440171009792480099462523,641.521018145752474022797997048053317784,0.2597154389857540721881452826482071068903,326.561309178771535017275289775618704,168.117052766923501844220566787768846841,0.3776325512906669045084831356353539741602,124.433484241608347742428894895723726318,809.638070912675975867018563835822164626,0.2643495982255673814700045008580045483068,419.493897557623080761048303731601765053,3826.855468656852365474958082874319374018,0.2229528601562934296931125234929264895342,1672.288409397924000848594985077401638223
1980,6.92111726967856592210239377960485356836,0.4329946741453598497905574514333199869686,5.87374155713633487374582788636316425355,39.51556706283180342964491146331099024716,0.4588552575678024861054872765133782805629,35.53857437700478067610931788939898202246,308.327869336871585284743227000179421117,0.336808498254007338389475913088004774674,203.540995416770651556372642389433204517,3618.658156077006432568398230711924624608,0.3409223652111668271979502297905100254844,2418.015735022487324622627646112702423123,32.59444979315323750754251768370613667885,0.5237266593784112899278195918482797184233,33.45834131671316813332386237377002122748,268.812302274039781855098315536868430869,0.3331520391320955001930278110268021484155,175.528518626923587813376962165066562581,3310.330286740134847283655003711745203495,0.344942588873772529484632598269546877391,2238.072842305383736900429953314193698429,301.406752067193019362640833220574567549,0.342507142541229636211082845184740824305,202.338572170607594002393799366811310166,3611.737038807327866646295836932319771034,0.3414763476707514725832497216174532343354,2417.312634607838928430435867438539579761,69296.6297256795128203316788968765892933,0.1770532018836887842575251657233921275128,24047.6127384527296759641450872718122998,11.91020028036176320145514524494363144652,0.6409408144764272986056074992769040788541,14.96211759781398488183120495248716963968,39.61493334751618973026306958882721761629,0.4547745918084785972278778656594989823575,35.31109567956805311336773125361335793741,309.538893221720307660656447829573317679,0.3284533677518447972350020663917869612447,199.271420180551329228337537360655203574,1987.33076284892215624348154837234099307,0.2729579957465156363527869518302333439921,1063.217330948766106751823020989465499882,27.7047330671544265288079243438835861697,0.5743566864275534822138632040860011665334,31.18830141830894645724872003245603955561,269.923959874204117930393378240746100063,0.3259642303088794068568155674307955492599,172.451689411746797781337972308552971214,1677.791869627201848582825100542767675397,0.2768428102820871476688766424643900967703,910.389847861822200764704550920166216667,297.628692941358544459201302584629686232,0.3386288083092204785058555680760260459693,197.53987323435176353209783317955339597,1975.420562568560393042026403127397361621,0.2736699631128512555246731185940808024911,1059.602014081391364868302110202019782835,13519.6477974359119776911089334775776472,0.2284011292515353909175504618476919997951,6052.289535074095169504032015334327016002
1981,11.96844153822442916969020315095392171762,0.3228785036948605817982567563507751850096,7.57413089102578566886398507256348178122,74.71750226237101358035306028035516217286,0.2823525209384961530216730049021928836793,41.3494832391361607801408993228463590935,187.469449790288512919964345426513909361,0.3081175468084075701004469029693431579384,113.214748862975041867610217744047777518,475.108853682417946877685868622799851499,0.26464799040518760191426316109501949885,246.443742567497881103722822090560645491,62.7490607241465844106628571294012404553,0.3078218508689746541984115718787484378336,37.85844274429710987188314331463344029806,112.751947527917499339611285146158747189,0.3659401077598362553606787416874525854048,80.87050126385516426790285428912815625547,287.639403892129433957721523196285942137,0.307239237947554112769832763289108161094,173.213258060792892384242574004280585022,175.501008252064083750274142275559987644,0.3208902187528943901805601943753880702123,110.380451581542400042469676514868267724,463.140412144193517707995665471845929781,0.2692632972788158925636107671277641606132,244.425160374949975021555548071637796816,32965.9494198315379860437342105963454536,0.1800190231966927281180449358315407613759,11631.616106086919525677328054980716089,8.662604620082887130682636722151743028,0.3377219889291629949863095731185907893254,5.73408204073864407867513879383724116551,57.98982286390740661098386591731315738656,0.3102747390849386393529672650967592775451,35.26584323101413232326876889796241778667,189.498537638652029467748597774543085197,0.3805111824180604649221626199434167302624,141.32837274181856595884303309088953984,334.742945717464758668481435296853039493,0.3543204206192640369603667457154826091154,232.468272198849421769809552235087751953,49.32721824382451948030122919516141435861,0.3316088376653496972400569876204123096438,32.06038935391537487989201341555723964282,131.508714774744622856764731857229927812,0.4503422596263977041117913236849402781856,116.078906273554976157581373840594548104,145.244408078812729200732837522309954296,0.3479760825097873719428233241553573378831,99.06149705424760497365836710074493236296,180.83593301856914233706596105239134217,0.3858634205695605599231568209392634236653,136.764824485808734944542383742883681422,326.080341097381871537798798574701296466,0.3565620272674823005332281499499033678905,227.885020248559024435758837837827664447,1524.775937021471738195062377317695173951,0.2099880613239725610566007829276175837702,627.562096218421760807442213998601132803
1982,20.08549318470407396544334209104953432939,0.1964740827182225027710217805186485452966,7.73470654483937141471692077409000766439,71.89845200318076824776751448299209828733,0.1923993660268916574698180006513236679802,27.11310450410468154276045208936905640565,210.205520602932121244616378058632379591,0.1897196640340666061049685858715196062321,78.16503666391292233245942349434562868795,355.612294042498838254688181257578739244,0.2015689596587336642508047627510329381789,140.493584297924276902195253605509024288,51.81295881847669428232417239194256395778,0.2042009857755679835485870141713657439279,20.73730424269642436247177022951641177003,138.307068599751352996848863575640281304,0.2261056291923509898204798838704526563055,61.29313326429300369627807629373113184305,145.406773439566717010071803198946359654,0.266455814617715498753651569182067051786,75.93918132483576005259069802893657740932,190.120027418228047279173035967582845262,0.1965098818234288075566713602944906715159,73.22650967563715501179867067177435452516,335.526800857794764289244839166529204915,0.2069280816756141599920466340338923006027,136.082637814428193077853830985924580813,17971.9785857438380778498556131852331029,0.1656314836342414194604112684902737618753,5834.381934919152824653637953883979288831,19.51746508418118659011597864119572456638,0.2189426529146276756738358037564259856261,8.37548294405052209245195962272083171291,90.48582770873644288185012826177943814252,0.1959081657522717439288039759669724230362,34.74474856466949911360993329566543616456,249.203599571421077234752755738778633945,0.1894038996503568530600884196086899753898,92.51226178883697358361391760144403060474,402.040686593349908947800536631978308397,0.2043032000683688197049283766531711200856,160.990869704262843373641649838934049325,70.96836262455525629173414962058371357615,0.2013834030145678159389531455100410341905,28.01202672854141371882917367889200017702,158.717771862684634352902627476999195803,0.2191388131299427933510201562513557223841,68.17119933129077117561373983659469775453,152.837087021928831713047780893199674451,0.2861949078428209324226914661312709960479,85.73274422900400528483593202320380762409,229.686134487239890644636777097582909378,0.1924712229882516200219483151623394005553,86.6476235680780753397025053944701401998,382.523221509168722357684557990782583831,0.2082204770836495863716340044551008821415,156.112368649298813779185695883873753148,1720.26552211080914126444533877736700864,0.2691907060057351884859488501366621043134,907.63580121209340516749236727727622383
1983,158.136974166910560475746089215160320164,0.320931051225472550458804262468352879423,99.4720880997239248681139750333671156786,585.853022084276952379823532774763981025,0.2760480731534312880575324762397546826865,316.978251879059388983361298146740975218,1166.897016434059450577197063048161183646,0.3100095423244525906250910601107696395891,709.028451608804326759899944585592534744,1601.20844127786584168927594021683601533,0.2859970730497012837928748628555096686623,897.564217993970486100172126632626855503,427.716047917366391904077443559603660861,0.2823400396609796877957198401244990836121,236.69227722794836274284792927136104285,581.043994349782498197373530273397202618,0.3627392038198402413560801671332283988141,413.104174353690116163953919596260269837,434.311424843806391112078877168674831687,0.2670062193442839097987844464040028835005,227.289149068524737129780833067047864949,1008.760042267148890101450973833000863477,0.3193009803153996792067697074240304521597,631.312217981853126040224740447306173802,1443.071467110955281213529851001675695168,0.2914890282526222524425821556894969764788,824.453419308626243557995644335504604759,9561.782089795439592659954797677189170784,0.1882925656184927215888933851648070417849,3528.808463882171097357551461453403303962,181.715112457372555832531819985542384569,0.3223112425698306934624783925310967576361,114.794894432110447379737267943925583408,742.224201247354963875851723661024034103,0.2806686396747013812764663608241602487739,408.305351519564351164309945256744250586,1258.469871195603770084218398668132975497,0.3051715020781838583492328251570098259639,752.736316189285898181203999825684689844,1705.589949059235325986515599724107390475,0.2824742528024729730576264160766382158433,944.299083037914261692023141966881627938,560.509088789982408043319903675481649534,0.2888858376342394348083178565954961199584,317.369349728728771570229242655536061317,516.245669948248806208366675007108941391,0.3814576110700909143658867130313027406036,385.97464636812572401613816404634059842,447.120077863631555902297201055974414985,0.2952768699179547345758825232397368166055,258.76746545532884130276177370810035287,1076.754758738231214251686578682590590916,0.3128384623518660961635089795417014539929,660.22659398529670201320127119416082293,1523.874836601862770153983779738565005904,0.2880482826204804290427543378075279227426,860.341078038994330675001878085627544949,2338.43288886576777803934811024155456356,0.2361146216251363604519097944311242642877,1082.190865630617996021033686183577473012
1984,26.0315775653692428417905579698611498652,0.2523322001196206006319479276472484231029,12.87446626972218849264495103661929411271,253.938995370296001966941634252801356539,0.2296996986330789040495114657160740604412,114.326232987177868985474722298495407458,909.641096580379997262671841557553171157,0.2776308294866285289291930095534974561327,494.987047870325054016703163479641193442,1363.419392155907808300293602107295032294,0.238572906000371110966159217193273348052,637.538855908433241133102507496881209357,227.907417804926759125151076282940206673,0.2465118731699736808029940536985532576883,110.116493565951641144485313469490018321,655.702101210083995295730207304751814618,0.306316417537916751658240677571393708982,393.67054448492457857103078698180510644,453.778295575527811037621760549741861135,0.2344758238508817804615707964220455460675,208.544077813412819404051492347253742069,883.609519015010754420881283587692021289,0.2848590313345699629117904421469294339532,493.340137262657634249965962418970323574,1337.387814590538565458503044137433882421,0.2427031397139804467856061587023044960079,636.192914368031219491655046265822907765,7400.04814822164249157776811397166469501,0.1448820254963280824438930445144171222186,2101.382570390018703994117363463659044055,43.55156821076600472239993043694547857231,0.2632222887427006087786444894797764102291,22.46893718703247362933699449888390718448,236.222091623149121660044109221954271656,0.1608234167541774236622317898441734366355,74.46048601980026199462758303632462781387,1049.232035687305428233192516191192983273,0.248908633313505783683636387167364986156,511.879307582082453569893592731937305135,1593.603557066246722728779379629848611104,0.2400143233141859936477216203854582332658,749.675851585456581113673371352800032094,192.670523412383116937644178785008793084,0.157357276583892223358988377465560200554,59.42349333064467839175936249331495405892,813.009944064156306573148406969238711606,0.3010501991551530415939671322515276475558,479.723338928242817436146691172811323181,544.371521378941294495586863438655627833,0.2738505880860367518563914660588283129043,292.18986408315065956262124405933382187,1005.680467476539423510792585754247504704,0.2584377924724952319347199520193135016119,509.415446296794016845429320488894957635,1550.051988855480718006379449192903132535,0.246244061727683320715615762385594831082,748.114551344700693576923586814656310606,2244.218046916758862458867921390214622343,0.2114478855853810887381769134594234023677,930.088915193680382936184408797537428315
